WORDNO,WORD
4600,"paveikslus"
4601,"jos"
4602,"-"
4603,"pasveikinimo"
4604,"."
4605,"atlankymo"
4606,","
4607,"dangun"
4608,"ėmimo"
4609,","
4610,"ir"
4611,"kitais"
4612,"vardais"
4613,"-"
4614,"vienok"
4615,"tie"
4616,"visi"
4617,","
4618,"ne"
4619,"tūloms"
4620,","
4621,"bet"
4622,"vienai"
4623,"tiktai"
4624,"Marijai"
4625,"pridera"
4626,"."
4627,"m."
4628,"o"
4629,"ką"
4630,"gi"
4631,"bylame"
4632,"jos"
4633,"pasveikinime"
4634,"?"
4635,"mo."
4636,"giriame"
4637,"ją"
4638,","
4639,"ir"
4640,"pasiduodame"
4641,"jos"
4642,"maldoms"
4643,"."
4644,"m."
4645,"sveikindamas"
4646,"švenčiausią"
4647,"mergą"
4648,"Mariją"
4649,","
4650,"ar"
4651,"meldi"
4652,"tu"
4653,"ją"
4654,","
4655,"idant"
4656,"tau"
4657,"atleistų"
4658,"kaltes"
4659,","
4660,"ir"
4661,"duotų"
4662,"dangaus"
4663,"karalystę"
4664,"?"
4665,"mo."
4666,"ne"
4667,"-"
4668,"nes"
4669,"tatai"
4670,"tikrai"
4671,"pasiskiriame"
4672,"."
4673,"pridera"
4674,"pačiam"
4675,"Dievui"
4676,","
4677,"bet"
4678,"sveikindamas"
4679,"meldžiu"
4680,"idant"
4681,"būtų"
4682,"mūsų"
4683,"užtarytoja"
4684,"savampi"
4685,"sūnupi"
4686,"-"
4687,"idant"
4688,"mes"
4689,"įgytumbime,įgytumėme"
4690,"visa"
4691,"tatai"
4692,","
4693,"ko"
4694,"gero"
4695,"geidžiame"
4696,"nuo"
4697,"gi"
4698,"Viešpaties"
4699,"savo"
4700,"."
4701,"apie"
4702,"kitą"
4703,"pasveikinimą"
4704,"švenčiausios"
4705,"mergos"
4706,"Marijos"
4707,"."
4708,"salue"
4709,"regina"
4710,"."
4711,"sveika"
4712,"karalyčia"
4713,","
4714,"motina"
4715,"mielaširdumo"
4716,","
4717,"gyvata"
4718,","
4719,"saldume"
4720,","
4721,"ir"
4722,"paduksie"
4723,"mūsų"
4724,"sveika"
4725,"."
4726,"tavęspi"
4727,"šaukiame"
4728,"išvaros"
4729,"sūnūs"
4730,"Ievos"
4731,"."
4732,"tavęspi"
4733,"dūsaujame"
4734,","
4735,"šniupščiodami"
4736,"saldybe"
4737,"."
4738,","
4739,"ir"
4740,"verkdami"
4741,","
4742,"šitame"
4743,"ašarų"
4744,"klonyje"
4745,"."
4746,"nuo"
4747,"gi"
4748,"tada"
4749,"tarpinyke"
4750,"mūsų"
4751,"anas"
4752,"tavo"
4753,"mielaširdingas"
4754,"akis"
4755,"mūsumpi"
4756,"prigręžk"
4757,"ir"
4758,"Jėzų"
4759,"pagirtąjį"
4760,"vaisių"
4761,"įsčių"
4762,"tavų"
4763,"mums"
4764,"po"
4765,"tam"
4766,"ištrėmimui?"
4767,"parodyk"
4768,"."
4769,"o"
4770,"malonyji,malonioji"
4771,","
4772,"o"
4773,"meilyji,meilioji"
4774,","
4775,"o"
4776,"saldiji,saldžioji"
4777,"merga"
4778,"Marija"
4779,"."
4780,"melskis"
4781,"už"
4782,"mus"
4783,"šventoji"
4784,"Dievo"
4785,"gimdyve"
4786,"."
4787,"jog"
4788,"vertais"
4789,"taptumbime,taptumėme"
4790,"žadėjimų"
4791,"Kristaus"
4792,"."
4793,"amen"
4794,"."
4795,"m."
4796,"ką"
4797,"bylojome"
4798,"?"
4799,"mo."
4800,"salue"
4801,"regina"
4802,","
4803,"tai"
4804,"esti"
4805,"-"
4806,"sveika"
4807,"karalyčia"
4808,"."
4809,"m."
4810,"kas"
4811,"mus"
4812,"to"
4813,"išmokė"
4814,"?"
4815,"mo."
4816,"šventoji"
4817,"bažnyčia"
4818,","
4819,"motina"
4820,"mūsų"
4821,"."
4822,"m."
4823,"o"
4824,"su"
4825,"kuo"
4826,"gi"
4827,"mes"
4828,"čia"
4829,"užtarytoja"
4830,"."
4831,"bilome"
4832,"?"
4833,"mo."
4834,"su"
4835,"tąja"
4836,"gi"
4837,"švenčiausia"
4838,"merga"
4839,"Marija"
4840,"."
4841,"m."
4842,"o"
4843,"kas"
4844,"gi"
4845,"užsirakina"
4846,"toje"
4847,"maldoje"
4848,"?"
4849,"mo."
4850,"kitos"
4851,"liaupsės"
4852,","
4853,"palaimintos"
4854,"mergos"
4855,"Marijos"
4856,","
4857,"kuriose"
4858,"geidžiame"
4859,"drauge"
4860,"jos"
4861,"malonės"
4862,"ir"
4863,"pašalpos"
4864,"."
4865,"apie"
4866,"kitas"
4867,"maldas"
4868,","
4869,"ir"
4870,"apie"
4871,"žadinimą"
4872,"šventųjų"
4873,"."
4874,"m."
4875,"paskui"
4876,"švenčiausią"
4877,"Mariją"
4878,","
4879,"meldiesi"
4880,"gu"
4881,"tu"
4882,"kitiems"
4883,"šventiems"
4884,"?"
4885,"mo."
4886,"meldžiuosi"
4887,"kaip"
4888,"prieteliams"
4889,"Dievo"
4890,"-"
4891,"pritarytojams"
4892,"pagalbos"
4893,"."
4894,"ir"
4895,"tarpininkams"
4896,"mūsų"
4897,"danguje"
4898,"."
4899,"o"
4900,"labiausiai"
4901,"angelui"
4902,"sargui"
4903,"manam"
4904,","
4905,"ir"
4906,"šventam"
4907,","
4908,"kurio"
4909,"vardu"
4910,"esmi"
4911,"pramintas"
4912,"."
4913,"m."
4914,"o"
4915,"apie"
4916,"jų"
4917,"relikvijas"
4918,","
4919,"ką"
4920,"išmanai"
4921,"?"
4922,"mo."
4923,"gerbiu"
4924,"teipaja"
4925,"kaip"
4926,"pridera"
4927,","
4928,"todrin"
4929,","
4930,"jog"
4931,"buvo"
4932,"bažnyčia"
4933,"dvasios"
4934,"šventos"
4935,"ir"
4936,"jog"
4937,"vėl"
4938,"turi"
4939,"susieiti"
4940,"su"
4941,"dūšiomis"
4942,"jų"
4943,","
4944,"padeivintomis"
4945,"."
4946,"m."
4947,"kokias"
4948,"maldas"
4949,"kalbi"
4950,"jumpi"
4951,"?"
4952,"mo."
4953,"tas"
4954,"kurių"
4955,"mane"
4956,"išmokė"
4957,"bažnyčia"
4958,"Dievo"
4959,"-"
4960,"kartais"
4961,"vėl"
4962,"ant"
4963,"garbės"
4964,"jų"
4965,","
4966,"kalbu"
4967,"tėve"
4968,"mūsų"
4969,","
4970,"ir"
4971,"sveika"
4972,"Marija"
4973,"."
4974,"m."
4975,"pirma"
4976,"sakeisi"
4977,"man"
4978,"bylodamas"
4979,"tėve"
4980,"mūsų"
4981,","
4982,"su"
4983,"Dievu"
4984,"kalbąs"
4985,"?"
4986,"mo."
4987,"taip"
4988,"yra"
4989,","
4990,"bet"
4991,"kalbėdamas"
4992,"tėve"
4993,"mūsų"
4994,"galiu"
4995,"melsti"
4996,"Dievą"
4997,","
4998,"idant"
4999,"per"
5000,"nuopelnus"
5001,","
5002,"ir"
5003,"darbus"
5004,"savų"
5005,"šventųjų"
5006,"susimiltų"
5007,"ant"
5008,"mūsų"
5009,"-"
5010,"arba"
5011,"vėl"
5012,"galiu"
5013,"melsti"
5014,"šventuosius"
5015,","
5016,"idant"
5017,"jie"
5018,"Dievui"
5019,"tėvui"
5020,"šitą"
5021,"maldą"
5022,"mūsų"
5023,"paduotų"
5024,"."
5025,"m"
5026,"meldi"
5027,"gu"
5028,"tu"
5029,"šventuosius"
5030,"tose"
5031,"dienose"
5032,","
5033,"kuriose"
5034,"bažnyčia"
5035,"švenčia"
5036,"jų"
5037,"šventes"
5038,"}"
5039,"mo."
5040,"meldžiu"
5041,"-"
5042,"ir"
5043,"tai"
5044,"todrin"
5045,"jog"
5046,"bažnyčia"
5047,"švenčia"
5048,"jų"
5049,"šventes"
5050,","
5051,"drin"
5052,"tūlų"
5053,"daiktų"
5054,"."
5055,"m"
5056,"dėl"
5057,"kurių"
5058,"tatai"
5059,"daiktų"
5060,"?"
5061,"mo."
5062,"pirmiausia"
5063,"idant"
5064,"garbintumbime,garbintumėme"
5065,","
5066,"ir"
5067,"liaupsintumbime,liaupsintumėme"
5068,"Dievą"
5069,"šventuose"
5070,"jo"
5071,"."
5072,"antra"
5073,","
5074,"idant"
5075,"tuo"
5076,"metu"
5077,"atmintumbime,atmintumėme"
5078,"garbę"
5079,"jų"
5080,","
5081,"kurią"
5082,"jie"
5083,"turi"
5084,"danguje"
5085,"-"
5086,"trečia"
5087,"idant"
5088,"sektumbime,sektumėme"
5089,"juos"
5090,"geruose"
5091,"darbuose"
5092,","
5093,"girdėdami"
5094,"jų"
5095,"gyvatą"
5096,","
5097,"ir"
5098,"gamtas"
5099,"-"
5100,"ketvirta"
5101,","
5102,"jog"
5103,"taip"
5104,"švęsdami"
5105,"šventes"
5106,","
5107,"turėtume"
5108,"juos"
5109,"danguje"
5110,"užtarytojus"
5111,","
5112,"ir"
5113,"tarpinykus"
5114,"savus"
5115,"-"
5116,"penkta"
5117,","
5118,"nori"
5119,"bažnyčia"
5120,"pagerbti"
5121,"savus"
5122,"sūnus"
5123,"šventuosius"
5124,","
5125,"kaip"
5126,"jie"
5127,"gerbė"
5128,"jo"
5129,"Dievą"
5130,","
5131,"ir"
5132,"bažnyčią"
5133,"šventą"
5134,"m."
5135,"ką"
5136,"tu"
5137,"veiki"
5138,"eidamas"
5139,"gultų"
5140,"?"
5141,"mo."
5142,"du"
5143,"daiktu"
5144,","
5145,"pirmiausia"
5146,"padaręs"
5147,"ant"
5148,"savęs"
5149,"žymę"
5150,"kryžiaus"
5151,"švento"
5152,","
5153,"darau"
5154,"skaičių"
5155,","
5156,"arba"
5157,"rokavojuosi"
5158,"su"
5159,"savo"
5160,"siela"
5161,"."
5162,"paskui"
5163,"to"
5164,"bylau,byloju"
5165,"tėve"
5166,"mūsų"
5167,","
5168,"sveika"
5169,"Marija"
5170,","
5171,"tikiu"
5172,"į"
5173,"gi"
5174,"Dievą"
5175,"tėvą"
5176,"-"
5177,"ir"
5178,"kitas"
5179,"maldas"
5180,"savas"
5181,"."
5182,"m."
5183,"kaip"
5184,"tu"
5185,"rokavojiesi"
5186,"su"
5187,"savo"
5188,"siela"
5189,"?"
5190,"mo."
5191,"pirma"
5192,"duomi"
5193,"garbą"
5194,"Dievui"
5195,","
5196,"už"
5197,"gėrybes"
5198,"man"
5199,"duotąsias"
5200,"-"
5201,"paskui"
5202,"to"
5203,"mąstau"
5204,"visas"
5205,"nuodėmes"
5206,"savas"
5207,","
5208,"o"
5209,"ypačiai"
5210,"tas"
5211,","
5212,"į"
5213,"gi"
5214,"kurias"
5215,"įpuoliau"
5216,"šiąją"
5217,"dieną"
5218,","
5219,"gailėdamas"
5220,"už"
5221,"jas"
5222,","
5223,"ir"
5224,"ketindamas"
5225,"pasitaisyti"
5226,","
5227,"ir"
5228,"išsipažinti"
5229,"po"
5230,"akimi"
5231,"kunigo"
5232,"."
5233,"trečia"
5234,","
5235,"meldžiu"
5236,"Viešpatį"
5237,"Dievą"
5238,","
5239,"idant"
5240,"jas"
5241,"man"
5242,"atleistų"
5243,"-"
5244,"ir"
5245,"stipriai"
5246,"žaduosi"
5247,"jau"
5248,"daugiau"
5249,"ne"
5250,"nusidėti"
5251,"m."
5252,"keldamas"
5253,"ryto"
5254,"metą"
5255,","
5256,"ką"
5257,"darai"
5258,"?"
5259,"mo."
5260,"garbinu"
5261,"vėl"
5262,"Dievą"
5263,","
5264,"jog"
5265,"mane"
5266,"saugojo"
5267,"šitą"
5268,"naktį"
5269,"-"
5270,"taipogi"
5271,"ir"
5272,"už"
5273,"kitus"
5274,"gerodarymus"
5275,"jo"
5276,","
5277,"kuriuos"
5278,"man"
5279,"davė"
5280,","
5281,"ir"
5282,"paskiriu"
5283,"jam"
5284,"dūšią"
5285,","
5286,"kūną"
5287,","
5288,"ir"
5289,"visa"
5290,"tai"
5291,","
5292,"ką"
5293,"turiu"
5294,"daryti"
5295,"ant"
5296,"garbės"
5297,","
5298,"ir"
5299,"liaupsės"
5300,"jo"
5301,"."
5302,"ant"
5303,"to"
5304,"bylau,byloju"
5305,"vėl"
5306,"kitas"
5307,"savas"
5308,"maldas"
5309,","
5310,"taip"
5311,"nasrų"
5312,","
5313,"kaip"
5314,"širdies"
5315,","
5316,"taip"
5317,"širdimi"
5318,","
5319,"kaip"
5320,"ir"
5321,"balsu"
5322,"."
5323,"maldas"
5324,"šitas"
5325,"kurias"
5326,"anksti"
5327,"ryto"
5328,","
5329,"ir"
5330,"vakaro"
5331,"metą"
5332,"turi"
5333,"byloti"
5334,","
5335,"rasi"
5336,"ant"
5337,"galo"
5338,"tų"
5339,"knygelių"
5340,","
5341,"drauge"
5342,"ir"
5343,"su"
5344,"rokunda"
5345,"sielos"
5346,"."
5347,"ketvirta"
5348,"dalis"
5349,"."
5350,"apie"
5351,"trečią"
5352,"daiktą"
5353,"krikščioniui"
5354,"privalomą"
5355,","
5356,"tai"
5357,"esti"
5358,","
5359,"apie"
5360,"meilę"
5361,"."
5362,"paduomi"
5363,"."
5364,"reikalingą"
5365,"."
5366,"m."
5367,"kurisai"
5368,"yra"
5369,"trečias"
5370,"daiktas"
5371,"krikščioniui"
5372,"privalus"
5373,"?"
5374,"mo."
5375,"meilė"
5376,"."
5377,"m."
5378,"ką"
5379,"gi"
5380,"turime"
5381,"mylėti"
5382,"šitąja"
5383,"meile"
5384,"?"
5385,"mo."
5386,"Dievą"
5387,"ant"
5388,"viso"
5389,","
5390,"o"
5391,"artimą"
5392,","
5393,"kaip"
5394,"save"
5395,"patį"
5396,","
5397,"drin"
5398,"Dievo"
5399,"."
5400,"m."
5401,"kaipog"
5402,"Dievą"
5403,"mylėti"
5404,"ant"
5405,"viso"
5406,"?"
5407,"mo."
5408,"jog"
5409,"pigiau"
5410,"numirti"
5411,"turime"
5412,","
5413,"nekaip"
5414,"jį"
5415,"pažeisti"
5416,"-"
5417,"ir"
5418,"turime"
5419,"su"
5420,"dide"
5421,"sargybe"
5422,","
5423,"saugoti"
5424,"visus"
5425,"prisakymus"
5426,"jo"
5427,","
5428,"brangindami"
5429,"juos"
5430,"savyje"
5431,"didžiau"
5432,"ant"
5433,"visų"
5434,"daiktų"
5435,","
5436,"kurie"
5437,"yra"
5438,"ant"
5439,"to"
5440,"pasaulio"
5441,"."
5442,"m."
5443,"kaipog"
5444,"mylėti"
5445,"artimą"
5446,","
5447,"kaip"
5448,"save"
5449,"patį"
5450,"?"
5451,"gandžiau"
5452,"mo."
5453,"geisdami"
5454,"jam"
5455,"ir"
5456,"darydami"
5457,"tai"
5458,"visa"
5459,","
5460,"ko"
5461,"norėtumbime,norėtumėme"
5462,","
5463,"ir"
5464,"teiktumbime,teiktumėme"
5465,"patys"
5466,"sau"
5467,","
5468,"pagalei"
5469,"išmintį"
5470,","
5471,"ir"
5472,"prisakymą"
5473,"Dievo"
5474,"."
5475,"m"
5476,"kodrin"
5477,"tai"
5478,"pridėsi"
5479,"pagalei"
5480,"išmintį"
5481,","
5482,"ir"
5483,"prisakymą"
5484,"Dievo"
5485,"?"
5486,"mo."
5487,"nes"
5488,"kitaip"
5489,"ne"
5490,"būtų"
5491,"geisti"
5492,","
5493,"ir"
5494,"norėti"
5495,"jam"
5496,"gero"
5497,","
5498,"bet"
5499,"norėti"
5500,"jam"
5501,"pikto"
5502,","
5503,"kaip"
5504,"ir"
5505,"sau"
5506,"pačiam"
5507,"."
5508,"čia"
5509,"gali"
5510,"išsiguldyti"
5511,"reikalas"
5512,","
5513,"arba"
5514,"privalymas"
5515,"meilės"
5516,"-"
5517,"ir"
5518,"būdas"
5519,","
5520,"kuris"
5521,"joje"
5522,"turi"
5523,"būti"
5524,"saugotas"
5525,"."
5526,"apie"
5527,"ketvirtą"
5528,"daiktą"
5529,"krikščioniui"
5530,"reikalingą"
5531,"ir"
5532,"privalomą"
5533,","
5534,"tai"
5535,"yra"
5536,","
5537,"apie"
5538,"gerus"
5539,"darbus"
5540,"."
5541,"m."
5542,"kuris"
5543,"esti"
5544,"ketvirtas"
5545,"žyčydami"
5546,"."
5547,"teikdami"
5548,"-"
5549,"daiktas"
5550,"krikščioniui"
5551,"reikalingas"
5552,","
5553,"ir"
5554,"privalomas"
5555,"?"
5556,"mo."
5557,"yra"
5558,"geri"
5559,"darbai"
5560,"-"
5561,"nesa"
5562,"tuojau"
5563,","
5564,"kaip"
5565,"kas"
5566,"ateiti"
5567,","
5568,"arba"
5569,"priauga"
5570,"vasarumpi"
5571,"išmintingumpi"
5572,","
5573,"tad"
5574,"jam"
5575,"ne"
5576,"gana"
5577,"vieno"
5578,"tikėjimo"
5579,","
5580,"be"
5581,"gerų"
5582,"darbų"
5583,"."
5584,"m."
5585,"kuriuos"
5586,"gi"
5587,"tu"
5588,"išmanai"
5589,"gerus"
5590,"darbus"
5591,"?"
5592,"mo."
5593,"tuos"
5594,","
5595,"kuriuos"
5596,"darome"
5597,"pagalei"
5598,"išmintį"
5599,","
5600,"arba"
5601,"pagalei"
5602,"valią"
5603,"Dievo"
5604,"."
5605,"bet"
5606,"turi"
5607,"gu"
5608,"būti"
5609,"Dieviepi"
5610,"mielais"
5611,","
5612,"tad"
5613,"privalu"
5614,"to"
5615,","
5616,"idant"
5617,"išeitų"
5618,"ižgi"
5619,"meilės"
5620,"."
5621,"m."
5622,"o"
5623,"tie"
5624,","
5625,"kurie"
5626,"darosi"
5627,"be"
5628,"meilės"
5629,","
5630,"ar"
5631,"ne"
5632,"naudingi"
5633,"esti"
5634,"mo."
5635,"ne"
5636,"naudingi"
5637,","
5638,"ir"
5639,"niekam"
5640,"ne"
5641,"derą"
5642,","
5643,"ant"
5644,"nupelnymo"
5645,"malonės"
5646,"-"
5647,"bet"
5648,"naudingi"
5649,","
5650,"ir"
5651,"derą"
5652,"ant"
5653,"to"
5654,","
5655,"idant"
5656,"mums"
5657,"per"
5658,"juos"
5659,","
5660,"Viešpatis"
5661,"Dievas"
5662,","
5663,"duotų"
5664,"sveikatą"
5665,","
5666,"ir"
5667,"gerybę"
5668,"to"
5669,"pasaulio"
5670,"-"
5671,"ir"
5672,"vėl"
5673,"idant"
5674,"ateitumbime,ateitumėme"
5675,"pažintiespi"
5676,"nuodėmių"
5677,"mūsų"
5678,","
5679,"ir"
5680,"gailėjimopi"
5681,"už"
5682,"jas"
5683,"."
5684,"m."
5685,"o"
5686,"kurie"
5687,"gi"
5688,"yra"
5689,"geri"
5690,"darbai"
5691,"?"
5692,"mo."
5693,"tie"
5694,","
5695,"kurie"
5696,"mums"
5697,"liepti"
5698,","
5699,"ir"
5700,"įsakyti"
5701,"esti"
5702,"dešimtyje"
5703,"prisakymų"
5704,"Dievo"
5705,","
5706,"o"
5707,"penkete"
5708,"bažnyčios"
5709,"-"
5710,"yra"
5711,"darbai"
5712,"mielaširdystės"
5713,","
5714,"ir"
5715,"kitų"
5716,"gamtų"
5717,"šventų"
5718,"."
5719,"m."
5720,"bylok"
5721,"gi"
5722,"dešimtį"
5723,"prisakymų"
5724,"Dievo"
5725,"?"
5726,"mo."
5727,"1"
5728,"-"
5729,"aš"
5730,"esmi"
5731,"Viešpatis"
5732,"Dievas"
5733,"tavas"
5734,"-"
5735,"ne"
5736,"turėsi"
5737,"Dievų"
5738,"svetimų"
5739,"per"
5740,"mane"
5741,"."
5742,"2"
5743,"-"
5744,"ne"
5745,"imsi"
5746,"vardo"
5747,"Viešpaties"
5748,"Dievo"
5749,"tavo"
5750,"tuščiai"
5751,"."
5752,"3"
5753,"-"
5754,"atmink"
5755,"idant"
5756,"dieną"
5757,"nedėlios"
5758,"švęstumbei,švęstumei"
5759,"."
5760,"4"
5761,"-"
5762,"gerbk"
5763,"tėvą"
5764,"tavą"
5765,","
5766,"ir"
5767,"motiną"
5768,"tavą"
5769,","
5770,"idant"
5771,"ilgai"
5772,"gyvas"
5773,"būtumbei,būtumei"
5774,"ant"
5775,"žemės"
5776,"."
5777,"."
5778,"ne"
5779,"užmušk"
5780,"."
5781,"6"
5782,"-"
5783,"ne"
5784,"svetimoteriauk"
5785,"."
5786,"7"
5787,"-"
5788,"ne"
5789,"vok"
5790,"."
5791,"8"
5792,"-"
5793,"ne"
5794,"kalbėk"
5795,"prieš"
5796,"artimą"
5797,"tavo"
5798,"liudimo"
5799,"neteisaus"
5800,"."
5801,"9"
5802,"-"
5803,"ne"
5804,"geisk"
5805,"namų"
5806,"artimo"
5807,"tavo"
5808,"."
5809,"10"
5810,"-"
5811,"ne"
5812,"trokšk"
5813,"moters"
5814,"jo"
5815,","
5816,"nei"
5817,"tarno"
5818,","
5819,"nei"
5820,"tarnaitės"
5821,","
5822,"nei"
5823,"jaučio"
5824,","
5825,"nei"
5826,"arklio"
5827,","
5828,"ir"
5829,"ne"
5830,"vieno"
5831,"daikto"
5832,","
5833,"kuris"
5834,"jo"
5835,"yra"
5836,"."
5837,"prierauk"
5838,"."
5839,"falšyvo"
5840,"išguldymas"
5841,"dešimties"
5842,"Dievo"
5843,"prisakymų"
5844,"."
5845,"m."
5846,"kuo"
5847,"metu"
5848,"įstatė"
5849,"Viešpatis"
5850,"Dievas"
5851,"šitą"
5852,"dešimtį"
5853,"prisakymų"
5854,"?"
5855,"mo."
5856,"pirma"
5857,"sename"
5858,"zokane"
5859,","
5860,"paskui"
5861,"to"
5862,"Viešpatis"
5863,"mūsų"
5864,"Jėzus"
5865,"Kristus"
5866,"pastiprino"
5867,","
5868,"ir"
5869,"patvirtino"
5870,"naujame"
5871,"."
5872,"m."
5873,"o"
5874,"kaipog"
5875,"skiriasi"
5876,"?"
5877,"mo."
5878,"trys"
5879,"pirmieji"
5880,"prisieiti"
5881,"liaupsei"
5882,"Dievo"
5883,","
5884,"o"
5885,"septyni"
5886,"pastarieji"
5887,"ant"
5888,"naudos"
5889,"artimo"
5890,"mūsų"
5891,"."
5892,"m."
5893,"o"
5894,"kaipog"
5895,"tie"
5896,"trys"
5897,"prisieiti"
5898,"liaupsei"
5899,"Dievo"
5900,"?"
5901,"padrūtino"
5902,"."
5903,"mo."
5904,"Viešpatis"
5905,"Dievas"
5906,"nori"
5907,","
5908,"idant"
5909,"mes"
5910,"jam"
5911,"tarnautumbime,tarnautumėme"
5912,","
5913,"jį"
5914,"liaupsintumbime,liaupsintumėme"
5915,","
5916,"pirma"
5917,"širdimi"
5918,","
5919,"tadang"
5920,"žodžiais"
5921,","
5922,"paskui"
5923,"to"
5924,"darbais"
5925,"."
5926,"m."
5927,"kaipog"
5928,"išsaugosime"
5929,"pirmąjį"
5930,"prisakymą"
5931,"?"
5932,"mo."
5933,"liaupsindami"
5934,"patį"
5935,"vieną"
5936,"Dievą"
5937,","
5938,"jo"
5939,"bijodamiesi"
5940,","
5941,"ir"
5942,"garbindami"
5943,"jį"
5944,","
5945,"drin"
5946,"jo"
5947,"visą"
5948,"darydami"
5949,","
5950,"mylėdami"
5951,"jį"
5952,","
5953,"ir"
5954,"tarnaudami"
5955,"jam"
5956,","
5957,"iš"
5958,"visos"
5959,"širdies"
5960,"."
5961,"laukdami"
5962,"nuo"
5963,"gi"
5964,"jo"
5965,"visokio"
5966,"vaisto"
5967,"ir"
5968,"algos"
5969,"mūsų"
5970,","
5971,"kaip"
5972,"nuo"
5973,"gi"
5974,"rėdytojaus"
5975,"ir"
5976,"versmės"
5977,"viso"
5978,"gero"
5979,"m."
5980,"o"
5981,"kas"
5982,"gi"
5983,"pražengia"
5984,"šitą"
5985,"prisakymą"
5986,"?"
5987,"mo."
5988,"šitie"
5989,"ypačiai"
5990,","
5991,"kurie"
5992,"garbiną"
5993,"ugnį"
5994,","
5995,"žemyną"
5996,","
5997,"gyvates"
5998,"žalčius"
5999,","
6000,"perkūną"
6001,","
6002,"medžius"
6003,","
6004,"alkus"
6005,","
6006,"medeines"
6007,","
6008,"kaukus"
6009,"ir"
6010,"kitus"
6011,"biesus"
6012,"-"
6013,"ir"
6014,"anie"
6015,","
6016,"kurie"
6017,"žynauja"
6018,","
6019,"buria"
6020,","
6021,"nuodija"
6022,","
6023,"alvu"
6024,"ir"
6025,"vašku"
6026,"lieja"
6027,","
6028,"ant"
6029,"putos"
6030,"ir"
6031,"ant"
6032,"pauto"
6033,"veizdi"
6034,"-"
6035,"ir"
6036,"kurie"
6037,"tą"
6038,"tiki"
6039,"-"
6040,"šitie"
6041,"visi"
6042,"Dievo"
6043,"atsižada"
6044,","
6045,"ir"
6046,"pristoja"
6047,"velniopi"
6048,"ir"
6049,"už"
6050,"Viešpatį"
6051,"sau"
6052,"apturi"
6053,"."
6054,"m."
6055,"kaip"
6056,"išsaugosime"
6057,"antrą"
6058,"prisakymą"
6059,"?"
6060,"mo."
6061,"garbindami"
6062,"vardą"
6063,"Dievo"
6064,"-"
6065,"dėkavodami"
6066,"jam"
6067,"liežuviu"
6068,"mūsų"
6069,","
6070,"ir"
6071,"prašydami"
6072,"nuo"
6073,"gi"
6074,"jo"
6075,"reikalų"
6076,","
6077,"ir"
6078,"privalymų"
6079,"mūsų"
6080,"."
6081,"m."
6082,"kas"
6083,"nusidesti"
6084,"prieš"
6085,"tą"
6086,"prisakymą"
6087,"?"
6088,"mo."
6089,"pirmiausia"
6090,"šitie"
6091,","
6092,"kurie"
6093,"bliužnija"
6094,"vardą"
6095,"Dievo"
6096,","
6097,"ir"
6098,"šventųjų"
6099,"jo"
6100,"-"
6101,"tadang"
6102,"ir"
6103,"anie"
6104,"kurie"
6105,"prisiegoja"
6106,"ne"
6107,"teisiai"
6108,","
6109,"ir"
6110,"ne"
6111,"reikalingai"
6112,"-"
6113,"paskui"
6114,"to"
6115,"ir"
6116,"anie"
6117,","
6118,"kurie"
6119,"ne"
6120,"saugoja"
6121,"apžadų"
6122,","
6123,"kuriuos"
6124,"Dievui"
6125,"žadėjo"
6126,","
6127,"ir"
6128,"paketino"
6129,"-"
6130,"teipaja"
6131,"ir"
6132,"tie"
6133,","
6134,"kurie"
6135,"ne"
6136,"daro"
6137,"garbės"
6138,"priderančios"
6139,"vardui"
6140,"Dievo"
6141,"."
6142,"m."
6143,"kam"
6144,"tari"
6145,"-"
6146,"kurie"
6147,"prisiekia"
6148,"ne"
6149,"teisiai"
6150,","
6151,"ir"
6152,"ne"
6153,"reikalingai"
6154,"?"
6155,"mo."
6156,"jog"
6157,"prisiega"
6158,"turi"
6159,"būti"
6160,"apie"
6161,"daiktą"
6162,"teisų"
6163,","
6164,"kuris"
6165,"ne"
6166,"būtų"
6167,"falšyvas"
6168,","
6169,"ir"
6170,"apie"
6171,"kurį"
6172,"gerai"
6173,","
6174,"ir"
6175,"tikrai"
6176,"būtų"
6177,"žinoma"
6178,"-"
6179,"apie"
6180,"daiktą"
6181,"teisų"
6182,","
6183,"kuris"
6184,"būtų"
6185,"derąs"
6186,"-"
6187,"ir"
6188,"apie"
6189,"daiktą"
6190,"reikalingą"
6191,","
6192,"kuris"
6193,"būtų"
6194,"brangus"
6195,","
6196,"ir"
6197,"kame"
6198,"eitų"
6199,"apie"
6200,"didį"
6201,"daiktą"
6202,"-"
6203,"nes"
6204,"kitaip"
6205,"Dievą"
6206,"pažeidžia"
6207,"."
6208,"ir"
6209,"topi"
6210,"vėl"
6211,"reikia"
6212,"idant"
6213,"pagerbtumbime,pagerbtumėme"
6214,"aną"
6215,","
6216,"per"
6217,"kurį"
6218,"prisiekėme"
6219,"."
6220,"m."
6221,"žinai"
6222,"gu"
6223,"tu"
6224,"kokį"
6225,"vaistą"
6226,","
6227,"idant"
6228,"kas"
6229,"niekad"
6230,"ne"
6231,"teisiai"
6232,"ne"
6233,"prisiektų"
6234,"?"
6235,"mo."
6236,"žinau"
6237,"."
6238,"m."
6239,"koks"
6240,"esti"
6241,"?"
6242,"mo."
6243,"nesiekti"
6244,"niekada"
6245,"."
6246,"m."
6247,"kaipog"
